"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL051","PL060","PL100","PL111","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY010G","PY020G","PY021G","PY030G","PY031G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PD020","PD030","PD050","PD060","PD070","PD080","PD090","PW010","PW020","PW030","PW040","PW050","PW060","PW070","PW080","PW090","PW100","PW110","PW120","PW130","PW140","PW150","PW160","PW170","PW180","PW190","PW200","PW210","PW220","PX010","PX020","PX030","PX040","PX050","PX200"
"2013","LT",784542,253.663943990665,"NA","2","2013","15","2",1940,"1","2","1","LT","2","NA","5","1","NA","NA","NA","NA","3","0 - 1","40","NA","l-n","NA","15","1","2","NA","NA","NA","NA","2","2","3","2","NA","NA","NA",1,1,6411,0,0,0,1,0,0,0,0,2347,0,0,0,0,1,"3","1","2","1","1","1","5","10","7","6","8","5","4","3","NA","3","9","8","4","99","6","6","9","1","1","NA","5","9","2","3.4528",72,78454,"1","5","660.99248"
"2013","LT",784791,253.663943990665,"NA","2","2013","30","2",1933,"2","2","1","LT","2","NA","5","7","NA","NA","NA","NA","3","3","40","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,0,0,0,5684,1,0,0,0,0,5749,0,0,0,0,1,"1","1","1","1","3","2","5","6","8","5","7","3","4","3","2","3","10","8","5","6","6","NA","7","1","1","NA","10","9","2","3.4528",79,78479,"1","2","183.51123"
"2013","LT",784792,253.663943990665,"NA","2","2013","20","3",1961,"1","2","3","LT","2","NA","3","3","NA","1","NA","NA","3","7","40","NA","b-e","1","13","1","2","NA","NA","NA","NA","3","2","3","NA","NA","2","NA",1,1,0,0,0,1223,1,0,31610,0,0,0,0,0,0,0,1,"2","1","1","1","2","3","1","NA","8","8","NA","5","NA","NA","4","2","10","10","7","5","NA","7","9","1","1","8","6","NA","2","3.4528",51,78479,"1","2","287.60083"
"2013","LT",784851,253.663943990665,"NA","1","2013","25","4",1967,"2","2","1","LT","2","NA","3","1","NA","NA","NA","NA","3","5","40","NA","g","NA","13","1","2","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,5548,0,0,1760,1,0,0,0,0,0,0,0,0,0,1,"2","1","1","2","1","1","5","8","7","NA","7","5","3","2","3","4","NA","7","8","NA","6","7","NA","1","1","9","10","8","2","3.4528",45,78485,"1","6","155.30804"
"2013","LT",784852,253.663943990665,"NA","2","2013","20","3",1989,"2","1","1","LT","2","NA","5","6","NA","NA","NA","NA","3",,"40","NA","NA","NA","NA","1","2","NA","NA","NA","NA","2","2","3","2","NA","1","NA",1,1,0,0,0,776,1,0,0,0,0,0,0,0,0,4948,1,"1","1","3","2","3","1","1","8","8","4","10","NA","9","2","3","3","7","7","8","8","4","7","8","1","NA","8","9","10","2","3.4528",23,78485,"1","7","851.47412"
"2013","LT",784921,253.663943990665,"NA","2","2013","25","2",1941,"1","2","1","LT","2","NA","4","7","NA","NA","2","NA","3","8","NA","NA","NA","NA","15","1","2","NA","NA","NA","NA","4","1","3","2","NA","1","NA",1,1,0,0,0,974,1,0,0,0,0,2711,0,0,0,0,1,"2","1","2","2","1","1","5","NA","7","0","6","3","2","2","5","1","8","NA","6","2","4","10","4","NA","1","5","NA","6","2","3.4528",71,78492,"1","7","366.50032"
"2013","LT",784922,253.663943990665,"NA","1","2013","10","2",1950,"2","4","3","LT","2","NA","2","7","NA","NA","NA","NA","3","8","40","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","5","1","2","2","NA","2","1",1,1,0,0,0,0,1,0,0,0,0,2934,0,0,0,0,1,"1","1","1","1","1","1","1","9","6","4","6","4","4","2","2","3","NA","NA","9","8","3","7","5","1","NA","5","8","NA","NA","3.4528",62,78492,"1","2","197.45568"
"2013","LT",785191,253.663943990665,"NA","2","2013","20","3",1982,"1","2","3","LT","2","NA","2","5","NA","2","2","NA","3","7","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","2","3","2","NA","1","NA",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"2","1","1","2","1","1","5","NA","10","3","3","4","4","4","3","2","NA","NA","8","2","4","8","NA","NA","NA","9","10","9","NA","3.4528",30,78519,"1","2","127.81007"
"2013","LT",785192,253.663943990665,"NA","2","2013","17","3",1983,"2","1","3","LT","2","5","3","1","NA","NA","NA","NA","3","7","40","NA","p","NA","12","1","2","NA","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,14353,0,0,0,1,0,0,0,0,0,0,426,0,0,1,"2","1","1","1","1","1","1","9","9","5","7","3","3","2","4","2","10","8","8","4","5","8","9","1","1","8","10","8","3","3.4528",29,78519,"1","2","290.14306"
"2013","LT",785641,253.663943990665,"NA","2","2013","25","2",1949,"1","2","3","LT","1","NA","5","5","NA","2","2","NA","NA","0 - 1","20","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,0,0,0,3032,1,0,0,0,0,0,0,0,0,0,1,"2","2","1","2","1","1","1","5","10","9","6","3","NA","3","4","NA","NA","NA","9","4","1","7","10","NA","1","7","NA","NA","2","3.4528",63,78564,"1","2","219.33123"
"2013","LT",785642,253.663943990665,"NA","2","2013","15","1",1948,"2","2","1","LT","2","NA","5","2","NA","NA","NA","NA","2","2","40","NA","l-n","NA","12","NA","2","NA","NA","NA","NA","3","2","3","2","1","2","NA",1,1,5553,0,0,2366,1,0,0,0,0,8649,0,0,0,0,1,"2","1","1","1","2","1","1","8","8","7","4","4","3","NA","4","2","8","8","8","5","8","5","7","1","1","6","7","NA","3","3.4528",64,78564,"1","2","258.0364"
"2013","LT",785871,253.663943990665,"NA","1","2013","11","1",1936,"2","4","1","LT","1","NA","2","7","NA","1","NA","NA","3","7","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","1","3","2","NA","2","NA",1,1,1255,0,0,0,1,0,0,0,0,1924,0,146,0,0,1,"1","1","2","1","3","3","1","10","8","5","10","2","NA","2","3","2","7","NA","5","4","99","6","10","1","1","5","10","8","3","3.4528",76,78587,"1","2","97.89893"
"2013","LT",785872,253.663943990665,"NA","2","2013","20","2",1938,"1","4","3","LT","2","NA","2","7","NA","1","NA","NA","3","8","40","30","NA","NA","11","2","2","NA","NA","NA","NA","3","2","1","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,3918,0,0,0,0,1,"2","1","1","2","1","3","5","NA","99","4","7","5","3","2","9","NA","8","7","7","4","1","7","NA","1","1","8","4","8","3","3.4528",74,78587,"1","2","683.88337"
"2013","LT",786021,253.663943990665,"NA","2","2013","30","3",1937,"1","2","1","LT","1","NA","3","7","NA","2","NA","1","3","2","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","3","1","3","2","NA","2","2",1,1,0,0,0,1620,1,0,0,0,0,0,0,0,0,0,1,"2","1","1","1","1","1","5","3","6","7","6","3","3","2","4","3","NA","NA","1","3","4","2","6","1","1","7","10","NA","NA","3.4528",75,78602,"1","7","1334.09512"
"2013","LT",786022,253.663943990665,"NA","1","2013","18","4",1936,"2","4","3","LT","2","NA","3","7","NA","1","2","NA","3","9","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","1","2","3","2","NA","2","NA",1,1,0,0,0,558,1,0,0,0,0,2789,0,0,0,0,1,"1","1","2","1","1","1","5","6","NA","4","9","5","3","2","3","3","NA","NA","NA","1","99","5","10","NA","1","7","99","5","NA","3.4528",76,78602,"1","7","129.39675"
"2013","LT",786171,253.663943990665,"NA","2","2013","18","2",1936,"2","1","3","LT","2","5","4","7","NA","2","NA","NA","3","2","40","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,3057,0,0,0,0,1,"1","1","2","3","1","2","1","5","NA","5","9","4","4","1","3","2","8","NA","7","4","2","8","6","2","1","4","NA","5","4","3.4528",76,78617,"1","5","79.4262"
"2013","LT",786172,253.663943990665,"NA","2","2013","25","1",1938,"1","2","1","LT","2","NA","5","7","NA","NA","NA","NA","2","0 - 1","40","NA","NA","NA","12","1","2","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,13942,0,0,0,0,1,"2","1","3","1","2","1","5","NA","8","9","7","4","5","2","5","2","NA","NA","NA","4","4","NA","10","1","1","6","5","NA","2","3.4528",74,78617,"1","7","253.3779"
"2013","LT",786211,253.663943990665,"NA","2","2013","25","3",1958,"1","2","3","LT","2","NA","3","4","NA","1","NA","1","3","6","NA","NA","a","NA","NA","1","2","NA","NA","NA","NA","2","2","2","2","NA","2","NA",1,1,0,0,0,0,1,290,2306,0,0,0,0,0,0,0,1,"1","1","1","2","1","1","1","NA","6","8","5","4","5","1","2","3","NA","8","8","3","99","7","9","NA","NA","7","8","4","2","3.4528",54,78621,"1","6","518.96769"
"2013","LT",786212,253.663943990665,"NA","2","2013","20","1",1955,"2","2","1","LT","2","NA","3","3","NA","2","NA","1","3","2","20","NA","b-e","NA","11","1","NA","NA","NA","NA","NA","3","2","2","NA","NA","2","NA",1,1,4041,0,0,0,1,0,3163,0,0,0,0,0,0,0,1,"1","1","1","NA","2","1","5","9","10","6","7","3","5","NA","NA","NA","7","7","8","3","4","NA","7","1","1","8","2","7","2","3.4528",57,78621,"1","3","82.46056"
"2013","LT",786721,253.663943990665,"NA","2","2013","15","4",1943,"1","2","1","LT","2","NA","4","7","NA","1","NA","NA","3","9","NA","NA","NA","NA","13","1","NA","NA","NA","NA","NA","4","1","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,3547,0,0,0,0,1,"2","1","1","3","1","1","1","NA","8","NA","NA","3","4","2","3","4","NA","NA","5","5","1","NA","7","1","1","9","6","10","2","3.4528",69,78672,"1","6","139.32496"
"2013","LT",786722,253.663943990665,"NA","2","2013","10","4",1941,"2","4","1","LT","2","NA","2","7","NA","2","NA","NA","3","4","40","NA","NA","NA","NA","1","2","NA","NA","NA","NA","5","2","2","2","NA","1","NA",1,1,186,0,0,3860,1,0,0,0,0,1282,0,94,0,0,1,"1","1","1","2","3","1","1","6","6","5","6","2","5","NA","4","5","NA","NA","6","6","5","7","10","1","1","7","8","8","3","3.4528",71,78672,"1","7","776.07892"
"2013","LT",787141,253.663943990665,"NA","2","2013","12","4",1962,"1","2","3","LT","2","NA","3","1","NA","NA","NA","NA","3","5","40","NA","g","NA","13","1","1","NA","NA","NA","NA","2","1","3","2","NA","2","NA",1,1,3080,0,0,0,1,232,0,0,0,0,0,0,0,0,1,"1","1","1","3","2","1","1","6","NA","10","6","5","2","1","2","3","7","7","5","4","5","5","9","1","1","8","3","10","2","3.4528",50,78714,"1","6","210.16197"
"2013","LT",787142,253.663943990665,"NA","2","2013","25","3",1934,"2","4","1","LT","2","NA","0","7","NA","NA","NA","NA","3","9","40","NA","NA","NA","12","1","NA","NA","NA","NA","NA","4","1","3","1","NA","1","NA",1,1,0,0,0,0,1,0,0,0,0,3974,957,0,0,0,1,"2","1","1","1","1","1","1","10","8","9","7","5","3","3","3","3","NA","2","5","4","5","7","8","1","1","5","9","7","2","3.4528",78,78714,"1","2","196.50035"
"2013","LT",787531,253.663943990665,"NA","2","2013","25","2",1933,"1","2","1","LT","2","NA","1","7","NA","NA","NA","NA","3","9","40","NA","NA","NA","NA","1","2","NA","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,4234,0,0,0,0,1,"2","1","1","2","1","1","1","5","10","3","10","4","3","2","4","3","5","NA","NA","3","4","7","9","2","1","0","8","NA","NA","3.4528",79,78753,"1","6","226.48441"
"2013","LT",787532,253.663943990665,"NA","2","2013","15","4",1932,"2","1","3","LT","1","NA","1","7","NA","NA","NA","NA","1","9","NA","NA","NA","NA","13","1","2","NA","NA","NA","NA","NA","2","3","2","6","2","NA",1,1,0,0,0,3106,1,0,0,0,0,5866,0,0,0,0,1,"2","1","2","1","1","1","1","5","NA","5","NA","3","2","4","3","1","6","NA","7","NA","3","NA","10","1","1","NA","4","10","2","3.4528",80,78753,"1","2","1163.12592"
"2013","LT",787711,253.663943990665,"NA","2","2013","30","2",1932,"2","4","1","LT","2","NA","1","7","NA","NA","NA","NA","3","9","40","NA","NA","NA","2","1","2","NA","NA","NA","NA","3","1","3","2","NA","2","NA",1,1,0,0,0,4510,1,0,0,0,0,3002,186,0,0,0,1,"1","1","1","3","1","1","1","6","6","7","NA","NA","3","2","3","NA","NA","NA","9","6","3","NA","9","1","1","4","7","8","2","3.4528",80,78771,"1","2","230.5343"
"2013","LT",787712,253.663943990665,"NA","2","2013","30","1",1932,"1","4","1","LT","2","NA","5","7","NA","NA","NA","NA","3","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5","1","NA","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,2601,0,0,0,0,1,"1","1","1","1","1","1","5","5","99","8","8","4","4","2","3","3","NA","NA","99","99","10","4","8","NA","1","NA","NA","NA","NA","3.4528",80,78771,"1","2","504.11941"
"2013","LT",787941,253.663943990665,"NA","2","2013","15","4",1986,"1","1","1","LT","2","NA","5","10","NA","1","NA","NA","3",,"NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","1","3","2","NA","2","1",1,1,2936,0,0,1174,1,0,0,0,0,0,0,214,0,0,1,"1","1","1","3","1","3","1","NA","NA","4","7","4","4","2","NA","4","5","8","5","5","0","NA","NA","NA","1","8","8","3","NA","3.4528",26,78794,"1","2","447.49701"
"2013","LT",787942,253.663943990665,"NA","2","2013","45","3",1987,"2","1","1","LT","2","NA","5","1","NA","1","NA","NA","3","5","40","NA","g","NA","13","1","2","NA","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,5739,0,0,1992,1,0,0,0,0,0,0,0,221,0,1,"3","1","2","1","1","1","1","5","NA","5","NA","4","4","1","3","2","9","NA","4","8","NA","7","8","1","2","NA","6","8","NA","3.4528",25,78794,"1","6","683.3059"
"2013","LT",787991,253.663943990665,"NA","2","2013","15","2",1986,"1","1","1","LT","2","NA","3","1","NA","NA","NA","NA","3","7","40","NA","b-e","NA","11","1","2","NA","NA","NA","NA","NA","1","3","2","NA","2","NA",1,1,6882,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","1","2","2","2","1","5","6","NA","5","5","5","NA","3","5","5","8","2","NA","NA","5","2","NA","1","1","NA","7","NA","2","3.4528",26,78799,"1","5","224.47845"
"2013","LT",787992,253.663943990665,"NA","1","2013","60","2",1987,"2","1","1","LT","2","NA","2","8","NA","1","NA","NA","3",,"NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","3","1","2","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1730,0,1,"2","1","1","2","1","3","1","3","2","8","NA","5","5","3","9","3","NA","NA","6","NA","99","5","8","1","1","4","5","10","3","3.4528",25,78799,"1","2","798.87062"
"2013","LT",788051,253.663943990665,"NA","2","2013","10","2",1946,"2","4","3","LT","2","NA","4","7","NA","1","NA","NA","3","7","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","1","2","1","2","NA","2","NA",1,1,0,0,0,2153,1,0,0,0,0,1548,0,0,0,0,1,"2","1","2","1","1","1","5","4","9","5","2","5","3","2","3","2","10","NA","10","5","9","8","8","1","1","5","NA","5","3","3.4528",66,78805,"1","2","1569.76768"
"2013","LT",788052,253.663943990665,"NA","2","2013","15","1",1937,"1","2","3","LT","2","NA","4","7","NA","NA","NA","NA","3","8","40","NA","NA","NA","NA","1","2","NA","NA","NA","NA","2","1","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,3692,0,0,0,0,1,"2","1","1","3","1","3","5","1","8","6","9","NA","5","2","4","2","8","NA","99","NA","5","6","NA","1","NA","6","10","9","NA","3.4528",75,78805,"1","6","305.35129"
"2013","LT",788361,253.663943990665,"NA","2","2013","20","1",1947,"1","1","3","LT","2","NA","1","8","NA","1","NA","NA","3",,"40","NA","NA","NA","15","1","2","NA","NA","NA","NA","2","2","NA","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,0,0,0,6221,0,1,"2","1","2","1","1","1","5","7","9","5","NA","4","2","1","4","2","8","NA","8","7","7","5","8","1","1","8","10","NA","1","3.4528",65,78836,"1","2","223.58844"
"2013","LT",788362,253.663943990665,"NA","2","2013","23","4",1949,"2","2","3","LT","2","NA","3","8","NA","1","NA","NA","2","7","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","4","2","3","2","NA","2","1",1,1,1069,0,0,671,1,0,0,0,0,0,0,150,0,0,1,"1","2","1","1","2","2","1","6","NA","7","4","4","4","2","3","NA","NA","10","5","99","0","99","8","1","1","3","2","2","2","3.4528",63,78836,"1","5","141.85099"
"2013","LT",788581,253.663943990665,"NA","2","2013","10","1",1940,"2","2","1","LT","2","NA","4","7","NA","1","NA","NA","3","0 - 1","NA","NA","NA","NA","13","1","2","NA","NA","NA","NA","1","2","3","2","NA","2","NA",1,1,1531,0,0,0,1,0,0,278,0,996,0,275,0,0,1,"2","1","1","1","1","3","5","8","10","7","7","3","3","2","4","NA","NA","NA","NA","5","6","6","10","1","1","NA","8","10","NA","3.4528",72,78858,"1","3","364.70335"
"2013","LT",788582,253.663943990665,"NA","2","2013","60","1",1940,"1","4","1","LT","2","NA","1","7","NA","NA","NA","NA","3","4","40","NA","NA","NA","NA","1","2","NA","NA","NA","NA","4","1","1","2","NA","2","NA",1,1,0,0,0,732,1,0,0,0,0,0,3078,0,0,0,1,"1","1","1","1","1","1","1","8","NA","NA","2","4","4","2","4","4","NA","NA","7","4","NA","5","10","NA","1","5","6","8","4","3.4528",72,78858,"1","6","154.18246"
"2013","LT",788941,253.663943990665,"NA","2","2013","21","2",1948,"2","2","1","LT","2","NA","5","7","NA","NA","NA","NA","3","3","NA","NA","NA","7","NA","2","2","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,1977,0,0,0,0,1,"1","1","3","2","2","1","1","8","7","2","3","4","2","3","4","3","8","NA","10","0","0","7","7","NA","1","5","7","7","2","3.4528",64,78894,"1","2","366.34697"
"2013","LT",788942,253.663943990665,"NA","2","2013","15","3",1941,"1","4","3","LT","2","NA","1","7","NA","NA","NA","NA","3","7","40","NA","NA","NA","NA","1","2","NA","NA","NA","NA","2","1","2","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,2835,915,0,0,0,1,"1","1","1","1","1","2","1","6","NA","2","7","NA","5","1","NA","3","NA","NA","NA","NA","1","0","NA","NA","NA","NA","10","10","2","3.4528",71,78894,"1","2","91.22849"
"2013","LT",789081,253.663943990665,"NA","2","2013","20","2",1957,"2","2","1","LT","2","NA","5","1","NA","NA","NA","NA","3","2","40","NA","o","NA","13","1","1","NA","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,7617,0,0,73,1,0,0,0,0,0,0,0,0,0,1,"3","1","2","3","2","1","1","NA","9","5","10","NA","4","3","4","NA","10","NA","9","5","5","8","8","9","1","7","5","8","2","3.4528",55,78908,"1","7","243.9367"
"2013","LT",789082,253.663943990665,"NA","1","2013","25","4",1949,"1","2","3","LT","2","NA","2","7","NA","NA","2","NA","3","7","40","NA","NA","NA","NA","2","2","NA","NA","NA","NA","1","2","2","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,1677,88,0,0,0,1,"1","1","1","1","1","1","1","3","5","2","5","4","4","2","4","4","NA","NA","8","8","NA","NA","7","1","1","5","7","9","2","3.4528",63,78908,"1","6","263.53786"
"2013","LT",789521,253.663943990665,"NA","2","2013","10","3",1960,"2","2","1","LT","2","NA","5","1","NA","1","NA","NA","NA","2","40","NA","p","NA","NA","1","2","NA","NA","NA","NA","4","2","2","2","NA","2","NA",1,1,1752,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"2","1","1","1","2","3","1","6","10","4","7","NA","NA","NA","NA","9","NA","NA","6","NA","5","8","5","1","1","7","4","7","3","3.4528",52,78952,"1","2","20.01524"
"2013","LT",789522,253.663943990665,"NA","2","2013","30","2",1964,"1","2","1","LT","1","NA","4","1","NA","NA","NA","NA","3","7","40","NA","b-e","NA","12","1","2","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,25097,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","NA","1","1","1","1","1","9","8","6","8","NA","4","3","3","2","7","7","10","5","5","6","NA","1","1","5","6","NA","NA","3.4528",48,78952,"1","2","885.23788"
"2013","LT",789921,253.663943990665,"NA","2","2013","25","2",1953,"2","2","1","LT","2","NA","5","10","NA","1","2","NA","3","0 - 1","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","2","1","1","NA","1","NA",1,1,2620,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","1","2","2","1","3","5","4","8","8","9","5","2","2","NA","4","1","NA","3","99","5","99","9","NA","1","2","7","7","2","3.4528",59,78992,"1","5","419.55687"
"2013","LT",789922,253.663943990665,"NA","2","2013","12","4",1950,"1","5","1","LT","2","NA","3","7","NA","1","NA","NA","3","8","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","3","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,1546,0,0,0,0,1,"2","1","2","1","1","1","1","5","NA","6","8","4","NA","3","9","NA","NA","NA","3","1","2","8","8","1","1","8","8","8","2","3.4528",62,78992,"1","2","94.66988"
"2013","LT",790201,253.663943990665,"NA","2","2013","10","2",1954,"2","2","3","LT","2","NA","3","5","NA","2","NA","NA","NA","7","NA","NA","NA","NA","13","2","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,0,0,0,2019,1,0,0,0,0,0,0,0,0,0,1,"2","1","1","1","2","1","1","NA","8","3","NA","5","NA","2","4","NA","NA","NA","10","NA","6","6","NA","1","1","7","7","9","1","3.4528",58,79020,"1","7","719.62759"
"2013","LT",790202,253.663943990665,"NA","1","2013","13","1",1932,"2","4","3","LT","2","NA","1","7","NA","2","NA","NA","3","7","40","NA","NA","NA","NA","1","2","NA","NA","NA","NA","3","1","1","2","NA","2","NA",1,1,0,0,0,640,1,0,0,0,0,3814,0,0,0,0,1,"1","1","1","2","2","1","1","6","6","NA","NA","NA","4","2","3","3","7","NA","10","8","0","7","8","1","1","NA","8","6","3","3.4528",80,79020,"1","2","196.45048"
"2013","LT",791301,253.663943990665,"NA","2","2013","25","2",1932,"2","4","3","LT","2","NA","0","7","NA","1","NA","NA","3","7","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","4","1","3","2","NA","2","NA",1,1,0,0,0,828,1,0,0,0,0,2870,0,0,0,0,1,"1","1","1","1","1","1","1","8","NA","99","5","3","NA","2","2","NA","NA","NA","5","NA","NA","1","6","NA","1","9","10","5","9","3.4528",80,79130,"1","7","178.95747"
"2013","LT",791302,253.663943990665,"NA","2","2013","23","1",1967,"1","2","3","LT","2","NA","5","3","NA","1","2","NA","4","6","NA","NA","a","NA","NA","NA","1","NA","NA","NA","NA","NA","2","2","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"2","1","1","1","2","1","1","5","NA","5","9","3","NA","NA","4","2","NA","NA","9","0","8","NA","NA","1","1","5","7","9","3","3.4528",45,79130,"1","7","173.51568"
"2013","LT",791591,253.663943990665,"NA","2","2013","10","1",1957,"2","2","3","LT","2","5","3","1","NA","1","NA","NA","3","7","NA","NA","g","NA","NA","1","1","NA","NA","NA","NA","NA","1","2","2","NA","2","NA",1,1,836,0,0,2749,1,0,1505,0,0,0,0,0,0,0,1,"1","1","1","3","2","1","1","7","4","4","5","NA","3","NA","3","3","NA","NA","NA","NA","NA","3","10","1","1","5","9","NA","NA","3.4528",55,79159,"1","6","217.17583"
"2013","LT",791592,253.663943990665,"NA","2","2013","25","4",1956,"1","2","1","LT","2","NA","3","1","NA","NA","NA","NA","3","9","40","NA","f","NA","13","1","2","NA","NA","NA","NA","4","1","3","2","NA","2","NA",1,1,5901,0,0,814,1,0,0,0,0,0,0,0,0,0,1,"1","NA","1","1","2","1","5","9","NA","7","7","4","NA","2","4","3","5","NA","7","7","6","NA","10","NA","NA","4","10","NA","3","3.4528",56,79159,"1","NA","221.94805"
"2013","LT",791691,253.663943990665,"NA","2","2013","20","2",1966,"2","5","3","LT","2","NA","5","5","NA","NA","NA","NA","3","0 - 1","40","NA","NA","NA","13","1","2","NA","NA","NA","NA","3","2","3","2","6","2","NA",1,1,4227,0,0,0,1,0,0,0,863,0,0,0,0,0,1,"1","1","1","1","2","3","1","NA","8","7","NA","4","4","NA","3","2","9","5","5","6","0","5","8","1","1","2","9","10","2","3.4528",46,79169,"1","7","289.77946"
"2013","LT",791692,253.663943990665,"NA","2","2013","20","3",1988,"1","1","3","LT","2","NA","3","1","NA","NA","NA","NA","3","4","42","NA","b-e","NA","12","1","1","NA","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,8469,0,0,98,1,0,0,0,0,0,0,0,0,0,1,"2","1","1","3","1","1","5","NA","5","7","8","4","5","2","3","3","NA","5","10","7","6","8","9","1","NA","7","NA","7","2","3.4528",24,79169,"1","6","453.06315"
"2013","LT",792231,253.663943990665,"NA","2","2013","30","1",1980,"2","2","1","LT","2","NA","3","1","NA","NA","2","NA","3","5","40","NA","g","NA","12","1","2","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,6264,0,0,859,1,0,0,0,0,0,0,49,0,0,1,"NA","1","1","2","1","1","1","7","7","5","NA","9","4","1","NA","3","4","NA","NA","5","NA","8","7","NA","1","6","10","NA","3","3.4528",32,79223,"1","5","1248.10788"
"2013","LT",792661,253.663943990665,"NA","2","2013","25","2",1944,"2","4","1","LT","2","NA","2","7","NA","1","NA","1","3","7","NA","NA","NA","3","11","1","NA","NA","NA","NA","NA","3","2","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,1103,129,0,0,0,1,"2","1","2","3","3","1","5","NA","6","6","5","4","3","2","NA","3","NA","7","NA","4","8","5","10","1","1","7","8","6","4","3.4528",68,79266,"1","2","77.99966"
"2013","LT",792662,253.663943990665,"NA","2","2013","20","4",1946,"1","2","3","LT","2","NA","3","7","NA","NA","NA","NA","3","8","40","NA","NA","NA","12","1","2","NA","NA","NA","NA","3","2","3","NA","NA","2","NA",1,1,0,0,0,0,1,0,0,0,0,6710,0,0,0,0,1,"1","1","3","3","1","1","1","9","7","7","NA","NA","3","3","4","2","9","10","8","5","7","NA","10","1","1","5","8","7","2","3.4528",66,79266,"1","2","747.48569"
"2013","LT",792721,253.663943990665,"NA","1","2013","60","3",1939,"2","2","1","LT","2","NA","5","7","NA","NA","NA","NA","3","2","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","2","1","2","NA","2","NA",1,1,0,0,0,1462,1,0,0,0,0,1960,0,0,0,0,1,"1","1","1","2","1","3","1","5","7","8","4","4","NA","2","2","2","NA","NA","9","6","NA","6","6","2","1","8","6","8","2","3.4528",73,79272,"1","7","298.43425"
"2013","LT",792722,253.663943990665,"NA","2","2013","20","2",1935,"1","2","3","LT","2","NA","1","7","NA","NA","NA","NA","3","8","40","NA","NA","NA","13","1","2","NA","NA","NA","NA","2","2","2","2","NA","2","NA",1,1,0,0,0,442,1,0,0,0,0,6544,0,0,0,0,1,"2","1","1","3","2","1","1","8","10","9","4","NA","NA","2","3","3","NA","NA","NA","7","7","5","NA","1","1","7","NA","7","2","3.4528",77,79272,"1","7","96.21065"
